epoch,train_loss,val_loss,train_exact_match_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_micro_precision,train_micro_recall,train_micro_f1,train_samples_f1,train_hamming_loss,train_no_event_accuracy,val_exact_match_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_micro_precision,val_micro_recall,val_micro_f1,val_samples_f1,val_hamming_loss,val_no_event_accuracy
1,0.6098000041643779,0.579510690106286,0.07791666666666666,0.41517345399698347,0.04666666666666667,0.07921703463237353,0.4396984924623116,0.04666666666666667,0.08437801350048216,0.04952777777777777,0.3165,0.9466666666666667,0.10833333333333334,0.38986479591836737,0.18222222222222223,0.23298849285333906,0.6029411764705882,0.18222222222222223,0.27986348122866894,0.19282407407407404,0.29305555555555557,0.6666666666666666
2,0.5740682077407837,0.5622295127974616,0.11291666666666667,0.505817524841915,0.15813333333333332,0.21808756835170615,0.6530837004405287,0.15813333333333332,0.25461571489909834,0.17777777777777776,0.28933333333333333,0.8466666666666667,0.11944444444444445,0.39157928108081747,0.2462222222222222,0.2945389529296666,0.6487119437939111,0.24622222222222223,0.35695876288659795,0.26435185185185184,0.2772222222222222,0.6888888888888889
3,0.552092030843099,0.5368589560190836,0.13541666666666666,0.49001769151235874,0.24266666666666667,0.3067728462457794,0.6888720666161998,0.24266666666666667,0.3589035693157168,0.27020833333333333,0.27091666666666664,0.76,0.14166666666666666,0.5363397267303869,0.29333333333333333,0.3673397335524807,0.717391304347826,0.29333333333333333,0.416403785488959,0.3349537037037037,0.2569444444444444,0.5111111111111111
4,0.5368800806999207,0.5335350844595167,0.15875,0.5402363686730874,0.2770666666666667,0.3409945978927535,0.7332392378263938,0.2770666666666667,0.4021676020901877,0.3154861111111111,0.2574166666666667,0.7866666666666666,0.1625,0.42345203457727176,0.3431111111111111,0.36941592577936067,0.6831858407079646,0.3431111111111111,0.45680473372781066,0.38819444444444445,0.255,0.5333333333333333
5,0.5244950298468272,0.5118948068883684,0.17041666666666666,0.7007110933852662,0.29599999999999993,0.36151416968711036,0.7520325203252033,0.296,0.42479908151549944,0.33923611111111107,0.2505,0.8066666666666666,0.16111111111111112,0.4821691711525311,0.2817777777777778,0.35307253562568464,0.7905236907730673,0.2817777777777778,0.41546526867627787,0.3229166666666667,0.2477777777777778,0.8666666666666667
6,0.5129211072127025,0.50795402791765,0.16833333333333333,0.6886826591101557,0.3056,0.3740164001151548,0.762982689747004,0.3056,0.4364051789794364,0.3499305555555555,0.24666666666666667,0.7666666666666667,0.18472222222222223,0.5984710325599374,0.33066666666666666,0.407508937450414,0.7701863354037267,0.33066666666666666,0.4626865671641791,0.3746759259259259,0.24,0.8
7,0.5064312899112702,0.4957075364059872,0.17625,0.7109817806849854,0.32266666666666666,0.3932283305274303,0.7605279698302954,0.32266666666666666,0.4530986706609249,0.364361111111111,0.24341666666666667,0.78,0.18888888888888888,0.6519672423720022,0.3084444444444444,0.40410792341612717,0.8401937046004843,0.30844444444444447,0.45123537061118335,0.35578703703703696,0.23444444444444446,0.9777777777777777
8,0.4981990957260132,0.4886528021759457,0.19291666666666665,0.7173082156119988,0.34800000000000003,0.43446629415925975,0.7667450058754407,0.348,0.4787234042553192,0.39220833333333327,0.23683333333333334,0.7933333333333333,0.19583333333333333,0.842154559953603,0.35200000000000004,0.44273952414954615,0.8114754098360656,0.352,0.49101053936763794,0.39078703703703704,0.22805555555555557,0.8888888888888888
9,0.4936435862382253,0.48267430596881444,0.19791666666666666,0.7502988510370282,0.3642666666666666,0.45564638032752336,0.770011273957159,0.3642666666666667,0.4945691527878349,0.40730555555555553,0.23266666666666666,0.7666666666666667,0.2125,0.7904689282947113,0.37422222222222223,0.4804391973443144,0.8111753371868978,0.37422222222222223,0.5121654501216545,0.4282407407407407,0.22277777777777777,0.7333333333333333
10,0.48431783318519595,0.47331647674242655,0.21458333333333332,0.7581931546536798,0.39733333333333337,0.5002428077257017,0.7821522309711286,0.3973333333333333,0.5269672855879752,0.4414166666666666,0.22291666666666668,0.74,0.2152777777777778,0.8121179243482576,0.37777777777777777,0.4800134760601208,0.8095238095238095,0.37777777777777777,0.5151515151515151,0.4293981481481481,0.2222222222222222,0.8222222222222222
11,0.4758445433775584,0.470332047674391,0.22916666666666666,0.7761657837297438,0.4149333333333334,0.5168489072890179,0.7846696923852748,0.4149333333333333,0.5428222571079714,0.4572083333333333,0.21841666666666668,0.7533333333333333,0.24583333333333332,0.7995543451476415,0.4097777777777778,0.5218884540112768,0.8101933216168717,0.4097777777777778,0.5442739079102715,0.46342592592592585,0.21444444444444444,0.8
12,0.4676011693477631,0.48318829337755836,0.25666666666666665,0.7701276386212114,0.45653333333333335,0.5629266332584557,0.7817351598173516,0.45653333333333335,0.5764309764309764,0.5009722222222222,0.20966666666666667,0.6933333333333334,0.25,0.828591638310481,0.43200000000000005,0.5126597866441542,0.7800963081861958,0.432,0.5560640732265446,0.47384259259259254,0.21555555555555556,0.7111111111111111
13,0.4577787669499715,0.4841524263223012,0.26375,0.7811579315896606,0.47013333333333335,0.5788934930238171,0.7927158273381295,0.47013333333333335,0.5902243053230666,0.508611111111111,0.204,0.7066666666666667,0.2791666666666667,0.7669209105272592,0.5164444444444445,0.6014805352294555,0.7146371463714637,0.5164444444444445,0.5995872033023736,0.5480092592592593,0.21555555555555556,0.24444444444444444
14,0.45203770716985064,0.4460127479500241,0.27875,0.7726026819542884,0.48373333333333335,0.5885194536512316,0.7842628620838737,0.48373333333333335,0.5983836384628072,0.5234166666666666,0.20291666666666666,0.6333333333333333,0.275,0.8164059074511245,0.4497777777777777,0.5682279004042609,0.8322368421052632,0.4497777777777778,0.5839584535487594,0.49625,0.20027777777777778,0.8
15,0.44219059507052105,0.4453731616338094,0.285,0.7800566874403991,0.5050666666666667,0.6089754759454683,0.7881814398668331,0.5050666666666667,0.6156346497643426,0.5417222222222222,0.19708333333333333,0.66,0.28888888888888886,0.7835957207660358,0.49866666666666665,0.5960957648691988,0.7780859916782247,0.49866666666666665,0.6078006500541712,0.5375,0.2011111111111111,0.4888888888888889
16,0.4403062085310618,0.49995466007126704,0.29375,0.7786747787843977,0.5085333333333333,0.6112578091206806,0.7841282894736842,0.5085333333333333,0.6169524425752184,0.5447500000000001,0.19733333333333333,0.62,0.23194444444444445,0.7463340927723818,0.4693333333333333,0.5455475382762688,0.6956521739130435,0.4693333333333333,0.5605095541401274,0.502962962962963,0.23,0.5111111111111111
17,0.43550803979237873,0.4779358618789249,0.3,0.7806011762684706,0.5242666666666667,0.6238228771650898,0.7905106554081223,0.5242666666666667,0.6304312970979637,0.5566805555555555,0.19208333333333333,0.6,0.24722222222222223,0.7137360577772695,0.5155555555555555,0.5842405714725118,0.6880189798339265,0.5155555555555555,0.5894308943089431,0.5386574074074074,0.22444444444444445,0.37777777777777777
18,0.4325569407145182,0.5266599588923984,0.30875,0.7832931496611951,0.5325333333333333,0.6320015788800676,0.7880820836621941,0.5325333333333333,0.635582431572247,0.5650833333333333,0.19083333333333333,0.6,0.23055555555555557,0.7324624121239075,0.5324444444444445,0.5802904505828002,0.6525054466230937,0.5324444444444445,0.5863925599608419,0.5416666666666666,0.23472222222222222,0.28888888888888886
19,0.42731107076009117,0.4516715506712596,0.31625,0.794524591021764,0.5373333333333333,0.6395852310529431,0.7989690721649485,0.5373333333333333,0.6425382653061225,0.5673750000000001,0.18683333333333332,0.6733333333333333,0.3055555555555556,0.7946347301401385,0.5164444444444445,0.6154421006007176,0.7685185185185185,0.5164444444444445,0.6177565124933546,0.5536111111111112,0.19972222222222222,0.3333333333333333
20,0.42188824733098346,0.472279863887363,0.32625,0.7943243381252397,0.5464,0.6454983649684248,0.7975866095757104,0.5464,0.6485203354961228,0.5770416666666667,0.18508333333333332,0.6066666666666667,0.28194444444444444,0.832638252840067,0.4595555555555556,0.5624838470992901,0.8078125,0.45955555555555555,0.5858356940509915,0.4962962962962963,0.20305555555555554,0.7111111111111111
21,0.4116896688938141,0.44921974274847243,0.33875,0.8035221363974381,0.5589333333333334,0.6569987071153875,0.8070850981902195,0.5589333333333333,0.6604695131558217,0.5862361111111111,0.17958333333333334,0.6066666666666667,0.2986111111111111,0.7989207834719878,0.552,0.633195581518802,0.742822966507177,0.552,0.633350331463539,0.5769444444444444,0.19972222222222222,0.24444444444444444
22,0.40895421226819356,0.4292200883229574,0.34958333333333336,0.8080583698681613,0.5656,0.6643351859786032,0.8123324396782842,0.5656,0.6668762773148876,0.5948888888888889,0.17658333333333334,0.5733333333333334,0.34305555555555556,0.7932340531321102,0.5573333333333333,0.6412857241520401,0.7867001254705144,0.5573333333333333,0.6524453694068678,0.5811574074074074,0.18555555555555556,0.6
23,0.40668002287546795,0.42799291809399925,0.36,0.8019983399713576,0.5784,0.6710244374654064,0.8066195611751581,0.5784,0.6737070973753688,0.6035972222222222,0.17508333333333334,0.6066666666666667,0.3347222222222222,0.7805760191319571,0.5955555555555556,0.6662346887436525,0.7622298065984073,0.5955555555555555,0.6686626746506986,0.6074999999999999,0.18444444444444444,0.3111111111111111
24,0.3970672297477722,0.4540625545713637,0.37125,0.8157123973562221,0.5805333333333333,0.6765641195144987,0.8193451260820475,0.5805333333333333,0.6795692211643515,0.6038888888888888,0.17108333333333334,0.6333333333333333,0.3125,0.80066191939299,0.584,0.6509595823193188,0.7291897891231964,0.584,0.648568608094768,0.5958796296296296,0.19777777777777777,0.26666666666666666
25,0.4058433095614115,0.49473580254448785,0.3570833333333333,0.8020242686388214,0.5781333333333333,0.6700929160624102,0.80505012996658,0.5781333333333334,0.6729784261989756,0.6032777777777777,0.17558333333333334,0.54,0.2972222222222222,0.7902057833816658,0.5199999999999999,0.567665436376393,0.740506329113924,0.52,0.6109660574412533,0.5411574074074074,0.20694444444444443,0.5555555555555556
26,0.3966645415623983,0.41759134464793735,0.3675,0.8114607521373113,0.5872,0.680269047765617,0.816160118606375,0.5872,0.6830024813895782,0.6130555555555556,0.17033333333333334,0.5666666666666667,0.3541666666666667,0.8089198367720014,0.5928888888888889,0.6730960049126621,0.7847058823529411,0.5928888888888889,0.6754430379746835,0.6088425925925927,0.17805555555555555,0.35555555555555557
27,0.3868562972545624,0.4364752504560683,0.3779166666666667,0.8211273182879257,0.5925333333333332,0.686728691291613,0.8247958426132146,0.5925333333333334,0.6896337678460583,0.6165694444444445,0.16666666666666666,0.64,0.3263888888888889,0.7711604198140856,0.6053333333333334,0.6609336988500106,0.7252396166134185,0.6053333333333333,0.6598837209302325,0.6072222222222223,0.195,0.15555555555555556
28,0.3880437409877777,0.47669313417540654,0.3775,0.8146939463406513,0.5992000000000001,0.6896132344009681,0.8176855895196506,0.5992,0.6915974145891043,0.6212638888888888,0.167,0.5466666666666666,0.32916666666666666,0.7766026459521786,0.5822222222222222,0.642184458471774,0.7221609702315325,0.5822222222222222,0.6446850393700787,0.5905555555555555,0.20055555555555554,0.28888888888888886
29,0.38606129328409833,0.42173943784501816,0.37416666666666665,0.8167037240425747,0.5965333333333334,0.6882822066304884,0.8200146627565983,0.5965333333333334,0.6906452608829886,0.6206388888888889,0.167,0.58,0.35555555555555557,0.8000197249552133,0.5688888888888888,0.6617800042217175,0.7990012484394506,0.5688888888888889,0.6645898234683282,0.5896759259259259,0.17944444444444443,0.5555555555555556
30,0.38283689657847086,0.478524993525611,0.3933333333333333,0.8181187102821225,0.6058666666666668,0.6948269146344699,0.8216998191681736,0.6058666666666667,0.6974673829623945,0.6270972222222222,0.16425,0.56,0.2875,0.7661201737739468,0.5555555555555556,0.6022834243136399,0.7078142695356738,0.5555555555555556,0.6225099601593626,0.5608796296296296,0.21055555555555555,0.4
31,0.37943539341290794,0.49317164023717247,0.3929166666666667,0.8163765224672147,0.6178666666666667,0.7014214415225638,0.8198867657466383,0.6178666666666667,0.704683698296837,0.6362222222222222,0.16183333333333333,0.58,0.26805555555555555,0.7684288776249522,0.5431111111111111,0.5982721443083305,0.6562835660580022,0.5431111111111111,0.5943579766536965,0.5425462962962962,0.23166666666666666,0.022222222222222223
32,0.3759177259604136,0.5533596250745986,0.3954166666666667,0.8256642842805306,0.6168000000000001,0.704804907980783,0.8278453829634932,0.6168,0.7069070904645477,0.6387777777777778,0.15983333333333333,0.6133333333333333,0.22916666666666666,0.7418475583532625,0.5457777777777777,0.5567370716961266,0.6227180527383367,0.5457777777777778,0.581714827096163,0.5335185185185185,0.2452777777777778,0.13333333333333333
33,0.37729031999905904,0.42528717782762315,0.3904166666666667,0.8185130778053035,0.6186666666666667,0.7032002820941454,0.8221119773210489,0.6186666666666667,0.7060255629945222,0.6335,0.161,0.56,0.3388888888888889,0.7913777337381683,0.5688888888888889,0.6592921726480593,0.7911001236093943,0.5688888888888889,0.6618407445708376,0.5946296296296296,0.18166666666666667,0.5111111111111111
34,0.3651122995217641,0.4475336233774821,0.4066666666666667,0.8296598784068708,0.624,0.710552507682259,0.8339272986457591,0.624,0.713849908480781,0.6450277777777778,0.15633333333333332,0.5733333333333334,0.3458333333333333,0.8261162591619626,0.5368888888888889,0.6221173645306578,0.8,0.5368888888888889,0.6425531914893617,0.5613425925925926,0.18666666666666668,0.6222222222222222
35,0.36522163192431134,0.4499967575073242,0.41291666666666665,0.8264053758778511,0.6298666666666666,0.7132533015962343,0.8308125219838199,0.6298666666666667,0.7165175185803124,0.6450972222222222,0.15575,0.5933333333333334,0.3402777777777778,0.8423387337639386,0.5262222222222223,0.6231736561308745,0.8154269972451791,0.5262222222222223,0.6396542409508373,0.5517592592592593,0.1852777777777778,0.7555555555555555
36,0.3668585971991221,0.542038149966134,0.41583333333333333,0.8275395987255969,0.6333333333333333,0.7157501737475777,0.8315826330532213,0.6333333333333333,0.7190432939751741,0.6477083333333333,0.15466666666666667,0.6066666666666667,0.2986111111111111,0.8076578801092898,0.5253333333333334,0.5891310787261779,0.7296296296296296,0.5253333333333333,0.6108527131782946,0.5455555555555555,0.20916666666666667,0.4444444444444444
37,0.3653152879079183,0.6546565996276008,0.4091666666666667,0.8213942679341212,0.6296,0.7115919841459805,0.8249475890985325,0.6296,0.7141560798548094,0.6482777777777778,0.1575,0.5866666666666667,0.19583333333333333,0.7663735856840865,0.5368888888888889,0.5687413270261648,0.5757864632983795,0.5368888888888889,0.5556577736890524,0.5118055555555555,0.2683333333333333,0.0
38,0.3550947860876719,0.47501239776611326,0.4225,0.8274474415357254,0.6437333333333333,0.7230124689078433,0.8306951135581555,0.6437333333333334,0.7253605769230769,0.6577916666666666,0.15233333333333332,0.56,0.3194444444444444,0.797225091153576,0.5671111111111111,0.6176975060587557,0.7160493827160493,0.5671111111111111,0.6329365079365079,0.5717592592592593,0.20555555555555555,0.35555555555555557
39,0.3521513227621714,0.5009451574749417,0.4266666666666667,0.8359274947711034,0.6458666666666666,0.7257629760223167,0.8395147313691508,0.6458666666666667,0.7300678221552374,0.6597777777777778,0.14925,0.5933333333333334,0.2638888888888889,0.7230423194639465,0.6115555555555556,0.6130905853481543,0.6153846153846154,0.6115555555555555,0.613464110566206,0.5740740740740741,0.24083333333333334,0.044444444444444446
40,0.3480306792259216,0.45401404566235015,0.44,0.8374722840409978,0.6581333333333333,0.7356937998204434,0.840599455040872,0.6581333333333333,0.7382590487586,0.6706666666666666,0.14583333333333334,0.5666666666666667,0.3527777777777778,0.8255512352405544,0.5546666666666666,0.6369695865647831,0.8041237113402062,0.5546666666666666,0.6564965807469753,0.5766203703703704,0.18138888888888888,0.6222222222222222
41,0.34299831867218017,0.4505737476878696,0.44666666666666666,0.8424089919448129,0.6639999999999999,0.7411364329675534,0.8457880434782609,0.664,0.7439498057962355,0.6737916666666667,0.14283333333333334,0.5733333333333334,0.3333333333333333,0.7827471976726987,0.5804444444444445,0.638952101608591,0.7199558985667034,0.5804444444444444,0.6427165354330708,0.5877314814814815,0.20166666666666666,0.37777777777777777
42,0.34044556339581805,0.4167118019527859,0.44958333333333333,0.8448350119649405,0.656,0.7369817477043595,0.8485684718868576,0.656,0.7399608963753947,0.6727361111111111,0.14408333333333334,0.6,0.37916666666666665,0.8023603376964239,0.6195555555555555,0.6910553265958432,0.7822671156004489,0.6195555555555555,0.691468253968254,0.6286574074074074,0.17277777777777778,0.4444444444444444
43,0.33927146752675374,0.43284404079119365,0.4479166666666667,0.8316860713046065,0.6656,0.7373964553739147,0.8356210244392367,0.6656,0.740982633219534,0.6745277777777777,0.14541666666666667,0.5933333333333334,0.3736111111111111,0.8411271833189641,0.5591111111111111,0.6645115368752184,0.832010582010582,0.5591111111111111,0.6687931951089846,0.5881018518518518,0.17305555555555555,0.6666666666666666
44,0.33531439701716104,0.45532110532124836,0.4429166666666667,0.8397086176950088,0.6586666666666667,0.7363673034629352,0.844733242134063,0.6586666666666666,0.7401857956248127,0.6729166666666667,0.1445,0.5866666666666667,0.36944444444444446,0.7886287020472907,0.6275555555555555,0.6848159541283961,0.7502656748140276,0.6275555555555555,0.6834462729912875,0.6358796296296296,0.18166666666666667,0.35555555555555557
45,0.3373572746912638,0.453203511900372,0.44583333333333336,0.8354103098283104,0.6648,0.7387797019444694,0.8391114102995625,0.6648,0.741853890790061,0.674611111111111,0.14458333333333334,0.5933333333333334,0.3541666666666667,0.7726268485714017,0.6035555555555555,0.6600458814175129,0.7364425162689805,0.6035555555555555,0.6634098680996581,0.5982407407407407,0.1913888888888889,0.26666666666666666
46,0.33790745576222736,0.43670365280575224,0.4633333333333333,0.8402877688418069,0.6730666666666666,0.7451755859876699,0.8435828877005348,0.6730666666666667,0.7487392465143874,0.6811388888888888,0.14116666666666666,0.58,0.3597222222222222,0.7900988485310304,0.608,0.6669145026220276,0.7475409836065574,0.608,0.6705882352941176,0.6181018518518518,0.18666666666666668,0.3111111111111111
47,0.33550121982892356,0.5264136566056146,0.4525,0.832760170995184,0.672,0.74193531844269,0.8369312520757224,0.672,0.7454518562342849,0.6778888888888889,0.14341666666666666,0.5066666666666667,0.2875,0.7381789029345365,0.5813333333333333,0.5920906731559545,0.6456071076011846,0.5813333333333334,0.6117867165575304,0.5706481481481481,0.23055555555555557,0.15555555555555556
48,0.33667715430259704,0.4186089939541287,0.44708333333333333,0.8358967757610852,0.6688000000000001,0.7415449125251193,0.8393574297188755,0.6688,0.7444345503116652,0.6765277777777777,0.1435,0.5266666666666666,0.39444444444444443,0.8094562014613501,0.6186666666666667,0.6957611662425214,0.8027681660899654,0.6186666666666667,0.6987951807228916,0.630462962962963,0.16666666666666666,0.5111111111111111
49,0.3281622032324473,0.48899665739801196,0.4766666666666667,0.8365506589412772,0.6856,0.751879064972383,0.8401960784313726,0.6856,0.7550660792951542,0.6875416666666666,0.139,0.62,0.3458333333333333,0.786096686186545,0.6222222222222223,0.6722235856844165,0.7438894792773645,0.6222222222222222,0.6776379477250726,0.622962962962963,0.185,0.24444444444444444
